"U_34,mV","I_M,mA","U_0,mV","I_0,mA",N,"t,ms"
-73.519321600,-0.000008006,-73.519321600,-0.000001773,0.5,1,0
-50.542880000,-0.000006227,-73.519321600,-0.000001773,0.5,1,5895
-74.628313600,-0.000005337,-73.519321600,-0.000002660,0.5,1,11791
-95.008281600,-0.000007709,-73.519321600,-0.000000886,0.5,1,17686
74.878502400,-0.000006523,-73.519321600,0.000001478,0.5,1,23601
-73.745145600,-0.000006523,-73.519321600,-0.000000591,0.5,1,29477
-87.920339200,-0.000006523,-87.920339200,-0.000001478,1.0,2,35352
-109.612584000,-0.000007709,-87.920339200,-0.000000886,1.0,2,41234
5.936342400,-0.000006523,-87.920339200,-0.000001773,1.0,2,47120
-57.207961600,-0.000005337,-87.920339200,-0.000003251,1.0,2,52983
-76.537747200,-0.000008302,-87.920339200,-0.000002069,1.0,2,58862
-90.498227200,-0.000007116,-87.920339200,-0.000003251,1.0,2,64742
-111.545984000,-0.000006523,-87.920339200,0.000000296,1.0,2,70645
-119.853240000,-0.000005634,-87.920339200,-0.000002955,1.0,2,76544
-4.587542720,-0.000006523,-87.920339200,-0.000001182,1.0,2,82435
-41.981990400,-0.000008599,-87.920339200,-0.000000886,1.0,2,88317
-72.026790400,-0.000006523,-87.920339200,-0.000002660,1.0,2,94201
-85.128089600,-0.000008006,-87.920339200,-0.000002364,1.0,2,100086
-103.383784000,-0.000006227,-87.920339200,-0.000000886,1.0,2,105950
-71.152601600,-0.000005634,-87.920339200,0.000000296,1.0,2,111836
-28.428736000,-0.000005040,-87.920339200,-0.000001182,1.0,2,117755
